"action","keyword","token","upos","xpos","n_docs"
"","ribosome","ribosome,ribosomes,Ribosome,Ribosomes","ADJ,DET,NOUN,VERB,AUX,INTJ,ADV","JJ,DT,NN,NNS,VB,VBZ,VBP,UH,RB",667
"x","ribosyl","ribosyl","NOUN,PROPN,ADJ,INTJ,AUX","NN,NNP,JJ,UH,MD",58
"x","ribosylation","ribosylation","NOUN","NN",73
"","ribosyltransferase","ribosyltransferase,ribosyltransferases","NOUN","NN,NNS",48
"","ribulose","ribulose","VERB,ADJ,NOUN,ADV,PRON","VB,JJ,VBP,NN,RB,VBD,DT",73
"x","rich","rich","ADJ,DET,PRON","JJ,WDT",755
"x","ricket","rickets,RICKETS,Rickets","NOUN,PROPN,INTJ","NNS,NNP,UH",36
"","rickettsia","rickettsias,Rickettsia","NOUN,PROPN","NNS,NNP",20
"x","ridge","ridge,ridges,ridging","NOUN","NN,NNS",111
"x","right","right,Right,righting,rights,RIGHT","ADJ,PROPN,ADV,VERB,NOUN,INTJ","JJ,NNP,RB,VBG,NN,UH,NNS",614
"x","rigid","rigid","ADJ,NOUN,X,VERB,AUX","JJ,NN,AFX,VB,VBD,VBN",50
"x","rigidity","rigidity,Rigidity","NOUN","NN",39
"x","rim","rim,rimming,rimmed","NOUN,VERB","NN,NNS,VBG,VBN",48
"x","ring","ring,rings,Ring,ringed,ringing,Ringed","NOUN,VERB,PROPN,ADJ","NN,NNS,VBG,NNP,VB,VBN,VBD,JJ",889
"x","rise","rise,rose,rises,rising,Rose,risen","NOUN,DET,VERB,ADV","NN,DT,NNS,VB,RB,VBG,VBP,VBN,VBD",401
"","risk","risk,risks,Risk","NOUN,VERB","NN,VB,VBP,NNS",186
"x","rod","rods,rod,Rod,Rods","NOUN,ADJ,PROPN,VERB","NNS,NN,JJ,NNP,VBN",200
"","rodent","rodents,rodent","NOUN,ADJ","NNS,JJ,NN",54
"x","role","role,roles","NOUN","NN,NNS",3773
"x","roll","roll,rolling,Roll,rolled","VERB,NOUN","VBP,NN,VB,VBG,VBN",30
"x","roof","roof","NOUN,AUX","NN,VB",45
"x","root","root,roots,ROOTS","NOUN,VERB,PROPN","NN,NNS,VB,NNP",263
"x","rosette","rosette,rosettes","NOUN,ADJ,VERB","NN,NNS,JJ,VB",29
"","rostral","rostral","ADJ,NOUN,X","JJ,NN,FW",32
"x","rotate","rotates,rotate,rotating,rotated,Rotated","NOUN,VERB","NNS,VBP,NN,VBZ,VBN,VB,VBG",44
"x","rotation","rotation,Rotation","NOUN,PROPN","NN,NNP",63
"x","rotational","rotational","ADJ","JJ",22
"x","rough","rough,Rough,rougher","VERB,ADJ,ADP,NOUN,PROPN","VB,JJ,IN,NN,NNP",62
"x","roughly","roughly,Roughly","ADV,ADJ","RB,JJ",26
"x","round","rounds,rounding,rounded,round,Rounding,Round,Rounded","NOUN,VERB,ADJ,ADP,ADV,PROPN","NNS,VBG,VBN,JJ,NN,VBZ,IN,VB,RB,VBD,NNP",206
"x","route","route,routes,routing","NOUN,VERB","NN,NNS,VBP,VBZ",70
"x","routine","routine,routines","ADJ,NOUN,PROPN","JJ,NN,NNS,NNP",26
"x","row","rows,row","NOUN","NNS,NN",20
"x","rudiment","rudiment","NOUN","NN",34
"x","rudimentary","rudimentary,Rudimentary","ADJ,NOUN","JJ,NN",70
"x","ruffle","ruffling,ruffle,ruffles","NOUN,ADJ","NN,NNS,JJ",21
"x","rule","rule,rules,ruled","VERB,NOUN","VBP,NN,NNS,VBN,VB",25
"x","run","run,runs,running,Ran,RAN,Run","NOUN,VERB,PROPN,ADJ","NN,VBZ,VBG,VB,NNP,NNS,VBP,JJ,VBN,VBD",150
"x","rupture","rupture,rupturing,ruptures,Rupture,ruptured","NOUN,VERB","NN,VBG,VBP,NNS,VB,VBN,VBD,VBZ",100
"x","ryanodine","ryanodine","NUM,NOUN,VERB,ADJ","CD,NN,VB,JJ",32
"Sac","sac","sac,Sac,sac.","NOUN,ADJ,PROPN,SYM,X","NN,JJ,NNP,NFP,FW",207
"x","saccharide","saccharide,saccharides","NOUN","NN,NNS",20
"x","saccharomyce","Saccharomyces","PROPN,NOUN","NNPS,NNP,NNS",136
"x","saccharopine","saccharopine","NOUN,VERB,NUM,ADJ","NN,VB,CD,JJ",23
"x","saccule","saccule,saccules","NOUN","NN,NNS",20
"x","sacral","sacral,Sacral","ADJ,PROPN,NOUN","JJ,NNP,NN",29
"x","sacrum","sacrum","NOUN,ADJ","NN,JJ",21
"x","sacs","sacs","NOUN","NNS",32
"x","sagittal","sagittal,Sagittal","ADJ,NOUN","JJ,NN",35
"x","salicylic","salicylic","NOUN,ADJ","NN,JJ",59
"","saliva","saliva,saliva.","NOUN","NN",59
"saliva","salivary","salivary,Salivary","ADJ,NOUN,INTJ","JJ,NN,UH",198
"","salmonella","Salmonella,salmonella","PROPN,NOUN","NNP,NN",22
"x","salt","salt,salts,Salts,Salt","NOUN,VERB,PROPN","NN,NNS,VB,NNP",185
"x","salvage","salvage,salvaging,salvaged","NOUN,VERB","NN,VBG,VBN",87
"x","sample","sampling,samples,sample,sampled","NOUN,VERB","NN,NNS,VB,VBN",40
"x","sarcoglycan","sarcoglycans,sarcoglycan","NOUN,ADJ,AUX","NNS,NN,JJ,MD",42
"","sarcoma","sarcoma,sarcomas,Sarcoma,sarcomata.,sarcoma.","NOUN,PROPN,ADP","NN,NNP,NNS,IN",204
"","sarcomere","sarcomeres,sarcomere,Sarcomere","NOUN,ADJ,VERB","NNS,NN,JJ,VB",65
"sarcomere","sarcomeric","sarcomeric","NOUN,ADJ","NN,JJ",24
"x","sarcoplasmic","sarcoplasmic,Sarcoplasmic","ADJ","JJ",83
"x","sarcosine","sarcosine","NOUN,NUM,ADJ","NN,CD,JJ",32
"x","satellite","satellite,Satellite,satellites","NOUN,ADJ,VERB","NN,JJ,VBP,NNS,VB",80
"x","saturate","saturated,saturating","VERB,ADJ","VBN,JJ,VBD,VB,VBG",98
"x","say","said,say","VERB","VBN,VB,VBD",38
"x","scaffold","scaffold,scaffolds,scaffolding,Scaffold","NOUN,VERB,ADJ","NN,NNS,VBD,JJ,VBG,VBP,VBN",229
"x","scale","scaling,scales,Scales,scale,Scaling","NOUN,VERB,PRON,PROPN","NN,NNS,VBG,NNPS",66
"","scalp","scalp,Scalp","NOUN,VERB,ADJ","NN,VB,JJ",118
"","scaly","scaly","ADJ,ADV,NOUN","JJ,RB,NN",27
"x","scan","scanning,scan,SCANS,scans,scanned","VERB,ADJ,PROPN,NOUN","VBG,JJ,VB,NNP,NNS,VBN,NN,VBD",54
"","scapula","scapula,scapulae","NOUN","NN",45
"","scar","scar,scars,Scar,scarring,scarred,Scars,Scarring","NOUN,PROPN,VERB,ADJ,SCONJ,PRON","NN,NNS,NNP,VBG,JJ,IN,VB,VBN",108
"x","scatter","scattered,scattering,Scatter,scatter","VERB,NOUN,ADJ","VBN,VBD,NN,VBG,JJ",31
"x","scavenger","scavenger,Scavenger,Scavengers,scavengers","ADJ,NOUN,PROPN","JJR,NN,NNP,NNS",38
"","schizophrenia","schizophrenia,Schizophrenia","NOUN,PROPN","NN,NNS,NNP",119
"x","sclera","sclerae,sclera","NOUN","NN",52
"","sclerosis","sclerosis,Sclerosis","NOUN,PROPN","NN,NNP",190
"","scoliosis","scoliosis","NOUN,VERB,ADJ","NN,VBZ,JJ",48
"x","screen","screening,screen,screens,Screening","VERB,NOUN","VBG,NN,NNS",26
"","scrotum","scrotum,SCROTUM,Scrotum","NOUN","NN",58
"x","sculpt","sculpted","VERB","VBN",26
"x","seal","sealing,seal,seals,sealed","VERB,NOUN","VBG,VB,NN,VBZ,VBN,NNS",32
"x","sebaceous","sebaceous,Sebaceous","ADJ","JJ",61
"x","sec","sec,Sec","NOUN,PROPN,ADJ,X","NN,NNP,JJ,GW,FW",147
"x","secondary","secondary,Secondary","NOUN,ADJ,VERB,PROPN,X","NN,JJ,VB,NNP,VBP,GW",559
"","secretase","secretase,secretases","NOUN","NN,NNS",33
"secretion","secrete","secrete,secretes,secreted,secreting,Secreted,SECRETING","VERB,NOUN,ADJ,X,PROPN","VB,VBZ,VBN,VBG,NN,JJ,VBD,VBP,NNS,GW,NNP",997
"","secretion","secretion,secretions,Secretion,SECRETIONS","NOUN,VERB","NN,VBP,NNS,VB",1923
"secretion","secretory","secretory,Secretory","ADJ,NOUN,VERB,X","JJ,NN,VB,GW",385
"x","section","sections,section,Sections,sectioned","NOUN,VERB","NNS,NN,VBN",94
"x","sector","sector,sectors","NOUN","NN,NNS",46
"x","see","See,see,seen,saws,sees,seeing,saw","VERB,PROPN,NOUN","VB,VBN,NNP,NN,VBP,NNS,VBZ,VBG",677
"x","seed","seed,seeds,Seed,seeding","NOUN,VERB","NN,VBN,NNS,VBD,VB,VBZ",137
"x","seem","seem,seems,seemed","VERB","VBP,VBZ,VB,VBD",53
"","segment","segment,segments,segmented,Segment,segment.","NOUN,VERB,ADJ","NN,NNS,VBN,JJ",598
"segment","segmental","segmental,Segmental","ADJ,NOUN","JJ,NN",103
"segment","segmentation","segmentation","NOUN","NN",34
"segregation","segregate","segregated,segregate,segregates,segregating","VERB,NOUN","VBN,NN,VBP,VBZ,VBG,VB",60
"","segregation","segregation","NOUN","NN",133
"x","seizure","seizures,seizure,SEIZURES,Seizure,Seizures","NOUN,VERB,PROPN,INTJ","NNS,NN,VB,VBZ,NNPS,NNP,UH",1080
"selection","select","selected,selects,select,selecting","VERB,ADJ","VBN,VBZ,VB,VBD,JJ,VBG",39
"","selectin","selectins,selectin","NOUN,PROPN,ADJ,ADV,VERB","NNS,NN,NNP,JJ,RB,VBN,VB",25
"","selection","selection,Selection","NOUN","NN",94
"selection","selective","selective,Selective","ADJ,NOUN,VERB","JJ,NN,VB",265
"selection","selectively","selectively,Selectively","ADV","RB",104
"","selectivity","selectivity,selectivities,Selectivity","NOUN,ADJ","NN,NNS,JJ",42
"x","selenium","selenium,Selenium","NOUN,VERB,ADV,PROPN","NN,VB,RB,NNP",45
"x","selenocysteine","selenocysteine","NOUN,NUM,VERB","NN,CD,VB",84
"x","selenoprotein","selenoproteins,selenoprotein","NOUN,ADV","NNS,NN,WRB",66
"x","self","self,Self","NOUN,PRON","NN,PRP",244
"x","semaphorin","semaphorin,semaphorins","NOUN,VERB,ADJ,ADP","NN,VB,JJ,NNS,VBG,IN",66
"","semen","semen,Semen","NOUN,ADJ,PROPN","NNS,NN,JJ,NNP",24
"x","semi","semi","X,NOUN","AFX,NN",43
"","semialdehyde","semialdehyde,semialdehydes","NOUN,ADV","NN,RB,NNS",99
"","semicircular","semicircular","ADJ","JJ",50
"x","seminal","seminal","ADJ","JJ",47
"","seminiferous","seminiferous,Seminiferous","ADJ","JJ",28
"","semiological","semiological","ADJ","JJ",34
"x","send","send,sends,sending","VERB","VB,VBZ,VBP,VBG",38
"","senescence","senescence","NOUN","NN",67
"","sensation","sensation,sensations,Sensation","NOUN","NN,NNS",232
"","sense","sensing,sensed,senses,sense,Sensing","VERB,NOUN","VBG,VBN,VBZ,VBP,NNS,NN,VB,VBD",220
"","sensitive","sensitive","ADJ,NOUN","JJ,NN",219
"","sensitivity","sensitivities,sensitivity","NOUN","NNS,NN",121
"","sensor","sensors,sensor","NOUN","NNS,NN",78
"","sensorineural","sensorineural,Sensorineural","ADJ,NOUN","JJ,NN",155
"","sensory","sensory,Sensory","ADJ,NOUN","JJ,NN",686
"","sepal","sepal,sepals","ADJ,NOUN","JJ,NN,NNS",20
"separation","separate","separated,separate,separating,separates,Separate","VERB,ADJ,NOUN","VBN,VBP,VB,JJ,VBG,VBZ,VBD,NNS,NN",432
"","separation","separation,Separation","NOUN","NN",194
"septum","septal","septal,SEPTAL","ADJ,PROPN,NOUN","JJ,NNP,NN",88
"septum","septation","septation,septations","NOUN","NN,NNS",35
"","septin","septins,septin","NOUN,ADJ,VERB,ADP,X","NNS,JJ,VBN,NN,VB,IN,GW",129
"","septum","septum,septa,SEPTUM","NOUN,ADJ,PART,VERB,PROPN","NN,JJ,TO,VB,NNP",316
"x","sequence","sequence,sequences,Sequence,sequenced,Sequences,sequencing","NOUN,AUX,SCONJ,VERB","NN,NNS,VBZ,IN,VB,VBN,VBP,VBD",1874
"x","sequential","sequential,Sequential","ADJ","JJ",74
"x","sequester","sequestering,sequestered,sequester,Sequestering,sequesters","VERB,ADP,NOUN","VBG,VBN,VB,IN,VBZ,NN",121
"x","sequestration","sequestration","NOUN","NN",46
"x","ser","ser,Ser","NOUN,PROPN","NN,NNP",91
"x","series","series,Series","NOUN","NNS,NN",961
"","serine","serine,serines,Serine","NUM,NOUN,VERB,PROPN,PRON,ADJ","CD,NN,VB,NNS,VBP,NNP,PRP,JJ",1240
"x","serious","serious,Serious","ADJ,VERB,NOUN","JJ,VB,NN",43
"","serotonin","serotonin,Serotonin,serotonin:","NOUN,PROPN,VERB,ADJ,ADV,ADP,SYM","NN,NNP,VBP,JJ,RB,VB,IN,NFP",217
"serum","serous","serous","ADJ","JJ",50
"","serpin","serpin,serpins","NOUN,VERB,ADJ,X","NN,NNS,VB,JJ,VBP,GW",39
"","serum","serum,sera,Serum,sera.","NOUN,VERB,ADJ,ADV,PROPN,X","NN,VB,JJ,RB,VBP,NNP,ADD,GW",687
"x","serve","serve,serves,serving,Serves,served","VERB,NOUN","VB,VBZ,VBP,NNS,VBG,VBN,NN",428
"x","seryl","seryl","PROPN,NOUN,VERB,ADJ,INTJ","NNP,NN,VB,JJ,UH",31
"x","set","sets,set,setting,Set,settings","NOUN,VERB,ADJ","NNS,VBZ,NN,VBN,VBG,JJ,VBD,VB",430
"x","seven","seven,Seven","NUM,NOUN,PROPN,VERB","CD,NN,NNP,VBN",266
"x","sever","severs,severing,severed,Severing,sever","VERB,NOUN,ADV,DET,PRON","VBZ,NN,VBG,VBN,VB,RB,WDT,WP",58
"x","several","several,Several","ADJ,PROPN,NOUN","JJ,NNP,NN",1986
"x","severe","severe,Severe","VERB,ADJ,PROPN,NOUN,ADV","VB,JJ,NNP,NN,WRB,RB",1103
"x","severely","severely,Severely","ADV,ADJ","RB,JJ",145
"x","severity","severity,Severity,severities","NOUN","NN,NNS",177
"x","sex","sexes,sex,Sex,sex.","NOUN,NUM","NNS,NN,CD",259
"x","sexual","sexual","ADJ","JJ",243
"x","sexually","sexually,Sexually","ADV","RB",26
"x","shaft","shaft,shafts,shaft.","NOUN","NN,NNS",108
"x","shaker","Shaker,shaker","PROPN,NOUN","NNP,NN",37
"x","shape","shaped,shape,shapes,shaping","VERB,NOUN,ADJ","VBN,NN,NNS,VBD,JJ,VBG,VB,VBZ",2335
"x","share","shared,share,sharing,shares,Sharing","VERB,NOUN,AUX","VBN,NN,VB,VBG,VBP,NNS,VBZ",1112
"x","sharp","sharp,Sharp,sharpest","ADJ,PROPN,NOUN","JJ,JJS,NNP,NN",90
"x","sharply","sharply,Sharply","ADV,NOUN,ADJ","RB,NN,JJ",27
"x","shear","shear,shearing,sheared,Shear","NOUN,VERB,ADJ","NN,VBG,JJ,VBN",39
"x","sheath","sheath,sheaths,Sheath","NOUN,SCONJ,DET","NN,NNS,IN,DT,PDT",178
"x","shed","shed,shedding,sheds,Shedding","VERB,NOUN","VBN,NN,VBG,VBZ",61
"","sheep","sheep","NOUN","NN,NNS",26
"x","sheet","sheet,sheets","NOUN,ADJ,VERB","NN,NNS,JJ,VB",131
"x","shell","shells,shell","NOUN","NNS,NN",35
"x","shift","shift,shifts,shifting,shifted","NOUN,VERB,ADJ","NN,VBZ,VBG,VB,VBN,NNS,JJ",36
"x","shikimate","shikimate","ADJ,NOUN,VERB","JJ,NN,VB",29
"x","shock","shock,shocked,shocks,SHOCK,Shock","NOUN,ADJ,PROPN","NN,JJ,NNS,NNP",189
"x","shoot","shoot,shoots","NOUN,ADJ,VERB","NN,NNS,JJ,VB",55
"x","short","short,shortest,Short,shorter,Shorter,shorted","ADJ,PROPN,NOUN,ADV,VERB","JJ,JJS,NNP,NN,RB,JJR,VBN",2942
"","shorten","shorten,shortening,Shortening,shortened,shortens","VERB,NOUN,ADJ","VBP,NN,VBG,VBN,NNS,VB,JJ,VBD,VBZ",185
"x","shortly","shortly","ADV","RB",33
"x","shortness","shortness,Shortness","NOUN","NN",42
"","shoulder","shoulder,shoulders,SHOULDERS,Shoulder","NOUN,ADJ","NN,NNS,JJ,JJR",122
"x","show","show,shows,shown,showed,showing","VERB,NOUN","VB,VBZ,VBN,VBD,VBP,NN,VBG,NNS",1286
"x","shunt","shunt,shunting,Shunting,shunts,SHUNTS","NOUN,PROPN,VERB,AUX","NN,NNP,VBZ,NNS,VBG",57
"x","shuttle","shuttled,shuttle,shuttles,shuttling","VERB,NOUN","VBN,NN,NNS,VBZ,VB,VBG",69
"","siRNA","siRNA,siRNAs","NOUN,PROPN,DET,ADJ,X","NN,NNS,NNPS,NNP,DT,JJ,LS",62
"x","sialic","sialic,Sialic","ADJ,NOUN,PROPN","JJ,NN,NNP",103
"x","sialyltransferase","sialyltransferase,sialyltransferases","NOUN,ADJ","NN,JJ,NNS",22
"x","side","side,sides,Side,sided","NOUN,ADV,ADP,ADJ,PROPN,VERB","NN,NNS,RB,IN,JJ,NNP,VBZ,VB",1845
"x","sideroblastic","sideroblastic","ADJ,NOUN","JJ,NN",22
"x","siderophore","siderophores,siderophore","NOUN,ADJ,ADP,ADV","NNS,JJ,NN,IN,RBR",55
"x","sieve","sieve","ADJ,NOUN","JJ,NN",34
"x","sight","sight,sights","NOUN","NN,NNS",24
"x","sigma","sigma,Sigma","NOUN,PROPN,X","NN,NNP,AFX",33
"x","sign","signs,sign,Signs,SIGNS","NOUN,VERB,PROPN","NNS,NN,VB,NNPS,VBZ",355
"","signal","signaling,signal,signals,signalling,Signal,Signalling,Signaling,Signals","NOUN,VERB,ADJ,PROPN","NN,NNS,VBG,VB,JJ,NNP,VBZ,NNPS",7638
"","signalosome","signalosome","NOUN,DET,ADJ","NN,DT,JJ",27
"x","signature","signature,Signature","NOUN,PROPN","NN,NNP",40
"x","significance","significance","NOUN","NN",23
"x","significant","significant,Significant","ADJ","JJ",192
"x","significantly","significantly,Significantly","ADV","RB",75
"x","silence","silencing,silence,silences,silenced,Silencing","VERB,NOUN,AUX,ADJ","VBG,NN,VBP,VBZ,VBN,JJ,VB,NNS",2087
"x","silent","silent","ADJ","JJ",23
"x","silver","silver,Silver","NOUN,ADJ,VERB,X,PROPN","NN,JJ,VB,GW,NNP",44
"x","similar","similar,Similar","ADJ,VERB","JJ,VB",1175
"x","similarity","similarity,similarities,Similarity","NOUN","NN,NNS",454
"x","simple","simple,simplest,simpler,Simple","ADJ","JJ,JJS,JJR",130
"x","simplex","simplex","NOUN,NUM,ADJ,VERB,SYM","NN,CD,JJ,VB,NFP",48
"x","simultaneous","simultaneous,Simultaneous","ADJ","JJ",26
"x","simultaneously","simultaneously","ADV","RB",23
"x","sinapoyl","sinapoyl","NOUN,ADJ,AUX,INTJ","NN,JJ,MD,UH",32
"x","since","since,Since","SCONJ,ADP,PROPN,ADV","IN,NNP,RB",89
"","single","single,Single,singled","ADJ,VERB,PROPN,NOUN","JJ,VB,VBP,VBN,NNP,NN",1572
"x","sinoatrial","sinoatrial,SINOATRIAL","NOUN,ADJ,PROPN","NN,JJ,NNP",40
"","sinus","sinuses,sinus,Sinus,SINUSES,SINUS,Sinuses","NOUN,ADJ,CCONJ,ADP,PROPN","NNS,NN,JJ,CC,IN,NNP,NNPS",270
"sinus","sinusitis","sinusitis","NOUN","NNS",25
"","sirtuin","sirtuin,sirtuins","ADJ,NOUN","JJ,NNS,NN",38
"x","sister","sister,sisters","NOUN","NN,NNS",200
"x","sit","sits,Sat,sitting,sit","NOUN,PROPN,VERB","NNS,NNP,VBG,NN,VB,VBP,VBZ",24
"x","site","site,sites,Sites","NOUN,VERB","NN,NNS,VBP,VB",1525
"x","situ","situ","NOUN,PRON","NN,NNS,PRP",50
"x","situate","situated,Situated","VERB","VBN,VBD",93
"x","situation","situations,situation,Situations","NOUN","NNS,NN",50
"x","situs","situs,Situs","NOUN,ADP,CCONJ,ADJ,ADV","NN,IN,CC,JJ,RB",32
"x","six","six,Six","NUM,PROPN","CD,NNP",253
"x","size","size,sized,sizes","NOUN,VERB,ADJ","NN,VBN,VBZ,NNS,JJ,VBD",776
"skeleton","skeletal","skeletal,Skeletal","ADJ,NOUN,PROPN","JJ,NN,NNP",854
"","skeleton","skeleton,skeletons","NOUN,ADP,PROPN","NN,IN,NNP,NNS",133
"x","skill","skills,skill","NOUN","NNS,NN",83
"","skin","skin,skins,Skin,skinned","NOUN,VERB,ADJ","NN,VB,JJ,NNS,VBG",1564
"","skull","skull,SKULL,Skull","NOUN,ADJ,VERB,PROPN","NN,JJ,VB,NNP",224
"x","sleep","sleep,sleeping,SLEEP,Sleep","NOUN,VERB,PROPN,ADV","NN,VBP,VB,VBG,NNP,RB,VBN",276
"x","slender","slender,Slender","NOUN,ADV,ADJ,VERB,PROPN","NN,RBR,JJ,VBP,NNP",30
"x","slide","sliding,slide,slides","VERB,NOUN","VBG,NN,VBP,VB,VBZ,NNS",60
"x","slightly","slightly,Slightly","ADV,ADJ","RB,JJ",56
"x","slit","slit,Slit,slits","NOUN,VERB,PROPN","NN,VB,NNS,VBN,NNP,VBD,VBP",48
"x","slow","slow,slowing,slower,Slow,slows,slowest,slowed,Slowing,Slowed","ADJ,VERB,NOUN,ADV","JJ,VBG,VBZ,JJS,NN,VB,VBP,JJR,RB,VBD",281
"x","slowly","slowly","ADV,NOUN,ADJ","RB,NN,JJ",119
"x","small","small,smaller,Small,smallest,SMALL,Smaller","ADJ,NOUN,PROPN,ADV","JJ,JJR,JJS,NN,NNP,RB",2521
"x","smell","smell,smelling,smells","NOUN,VERB,INTJ","NN,VBG,VBP,VB,VBZ,UH,NNS",498
"x","smith","Smith","PROPN","NNP",41
"x","smoke","smoke,smoking,SMOKING","NOUN,VERB,PRON","NN,VB",22
"x","smooth","smooth,Smooth,'smooth,smoothed","ADJ,DET,CCONJ,NOUN","JJ,DT,CC,NN",672
"x","smoothened","Smoothened,smoothened","VERB,PROPN,ADJ","VBN,NNP,JJ,VBD",43
"x","sn","sn","NOUN,VERB,X,ADJ,ADV","NN,VBN,VB,GW,JJ,VBP,RB",210
"","snRNA","snRNAs,snRNA","PROPN,NOUN,DET,X,ADJ","NNPS,NNP,NNS,NN,DT,AFX,JJ",182
"","snRNP","snRNP,snRNPs","NOUN,PROPN,VERB,X,SYM","NN,NNP,NNS,VBP,NNPS,VB,ADD,GW,NFP",221
"x","snake","snake,snakes","NOUN,VERB,ADJ","NN,VB,NNS,JJ",47
"x","snare","SNARE,SNARES,SNAREs","NOUN,PROPN,ADJ,AUX,PRON,VERB","NN,NNP,JJ,VBD,PRP$,VBP,VBZ",105
"","snoRNA","snoRNA,snoRNAs","NOUN,PROPN,ADJ,DET,X","NN,NNP,NNS,JJ,DT,GW,AFX,NNPS",136
"","snoRNP","snoRNP,snoRNPs","NOUN,PROPN,X,SYM","NN,NNP,GW,ADD,NFP,NNS,NNPS",41
"x","social","social","ADJ","JJ",102
"x","socket","socket,socket.,sockets","NOUN","NN,NNS",50
"x","sodium","sodium,Sodium,sodium:","NOUN,PROPN,ADJ,VERB,PUNCT,SYM,INTJ","NN,NNP,JJ,VB,:,NFP,UH",586
"x","soft","soft,Soft,softer","ADJ,PROPN,VERB","JJ,NNP,JJR,VB",262
"x","sole","sole,soles","ADJ,NOUN","JJ,NNS,NN",78
"x","solid","solid,solids,Solid","ADJ,NOUN","JJ,NN,NNS",152
"x","solitary","solitary,Solitary","ADJ,NOUN,INTJ","JJ,NN,UH",46
"x","soluble","soluble,Soluble","ADJ,NOUN,ADV,SCONJ","JJ,NN,RB,IN",465
"x","solute","solutes,solute,solute:,Solute","NOUN,ADJ,ADV,SYM,VERB","NNS,NN,JJ,RB,NFP,VBZ",797
"x","solution","solution,solutions","NOUN","NN,NNS",33
"x","solvent","solvent,solvents","NOUN","NN,NNS",60
"x","soma","soma,somata","NOUN,X,ADV","NN,AFX,RB",33
"","somatic","somatic,Somatic","ADJ,NOUN","JJ,NN",229
"","somatostatin","somatostatin,Somatostatin,somatostatins","ADV,NOUN,PROPN,ADP,VERB,ADJ","RB,NN,NNP,IN,VB,VBN,JJ,NNS",79
"","somatotropin","somatotropin,somatotropins","NOUN,ADV,ADJ","NN,RB,JJ,NNS",22
"x","sometimes","sometimes,Sometimes","ADV","RB",329
"","somite","somites,somite,Somites","NOUN,DET","NNS,NN,PDT",30
"","somitogenesis","somitogenesis","PRON,NOUN,ADV,PROPN","DT,NN,RB,NNP",33
"","sonic","Sonic,sonic","ADJ,PROPN","JJ,NNP",25
"x","soon","soon","ADV","RB",26
"x","sorbitol","sorbitol,Sorbitol","NOUN,INTJ,ADJ,X,VERB,PROPN,ADV","NN,UH,JJ,ADD,VB,NNP,RB",42
"x","sorbose","sorbose,Sorbose","NOUN,PRON,DET,VERB","NN,DT,VBN",37
"","sore","sore,sores","NOUN,ADJ,ADV","NN,NNS,JJ,RBR",34
"","sorocarp","sorocarp","NOUN,ADJ,VERB,X","NN,JJ,VB,GW",60
"x","sort","Sorting,sorting,sorted,sort,sorts","ADJ,NOUN,VERB,ADV,X,PROPN","JJ,NN,VBN,VBG,RB,NNS,VBZ,GW,NNP",264
"x","sound","sound,sounds,Sound,SOUNDS,sounding","NOUN,VERB,PROPN,ADJ","NN,NNS,VB,VBP,VBZ,NNP,JJ,VBN,VBG",192
"x","soundness","soundness","NOUN","NN",54
"x","source","sources,source,sourced","NOUN,VERB","NNS,NN,VBN",225
"x","space","space,spaces,spaced,spacing,spacings,SPACE,Space,Spaces","NOUN,VERB,ADJ,PROPN","NN,NNS,VB,VBN,VBG,JJ,VBD,NNP",602
"x","spacer","Spacer,spacer,spacers","PROPN,NOUN","NNP,NN,NNS",25
"x","span","spans,Spanning,spanning,spanned","VERB,NOUN,ADV","VBZ,VBG,VBN,NN,RB,VBD",152
"x","spare","sparing,spares,spared,spare","VERB,NOUN,ADJ","VBG,VBZ,VBN,NN,VB,JJ",30
"x","sparse","sparse,Sparse,sparser","NOUN,ADJ,ADV","NN,JJ,JJR,RBR",40
"","spasm","spasm,spasms,Spasm,SPASMS,Spasms","NOUN,PROPN","NN,NNS,NNP",63
"spasm","spastic","spastic,Spastic","ADJ","JJ",193
"spasm","spasticity","spasticity,Spasticity","NOUN","NN",132
"","spatial","spatial,Spatial","ADJ","JJ",76
"spatial","spatially","spatially","ADV","RB",22
"x","speak","spoke,spokes,speaking,spoken,speak,speaks","VERB,NOUN","VBD,NNS,NN,VBG,VBN,VB,VBP,VBZ",74
"x","special","special,Special","ADJ","JJ",44
"x","specialization","specialization,specializations","NOUN","NN,NNS",61
"x","specialize","specialized,specializes,Specialized","VERB,ADJ,NOUN","VBN,JJ,VBD,VBZ,NNS",887
"x","specie","species","NOUN","NNS,NN",741
"specificity","specific","specific,Specific,specific:","ADJ,PUNCT,PROPN","JJ,:,NNP",3442
"specificity","specifically","specifically,Specifically","ADV","RB",404
"x","specification","specification,Specification","NOUN","NN",459
"","specificity","specificity,specificities,Specificity","NOUN","NN,NNS",316
"x","specify","specifies,specify,specified,specifying,Specifies","VERB,AUX,ADJ","VBZ,VB,VBN,VBG,VBP,JJ",107
"","speckle","speckle,speckles,speckled","NOUN,ADJ,VERB","NN,NNS,JJ,VBN",64
"x","spectrin","spectrin,spectrins","ADP,NOUN,VERB,ADJ,X","IN,NN,VB,NNS,JJ,GW,VBG",53
"x","spectroscopy","spectroscopy","NOUN","NN",24
"x","spectrum","spectrum,Spectrum,spectra,spectrums","NOUN,PROPN,ADJ","NN,NNP,NNS,JJ",177
"x","speech","speech,Speech","NOUN,VERB","NN,VB",339
